,movieId,viewers,recommand,v_check,wilson_lb
6689,60816,335,99,335,0.29535265986918646
7221,60818,38,3,38,0.07884710180493448
14996,60825,585,161,585,0.27504754207233423
17820,60827,27,3,27,0.11099424189228674
7409,60832,27,7,27,0.25909625119492985
20111,60838,444,125,444,0.28136423517243825
10841,60857,7,2,7,0.28554624175075455
26936,60880,4,1,4,0.2498389336012441
15076,60885,24,3,24,0.1248770089751351
23308,60887,16,6,16,0.3748199009081829
10154,60894,162,12,162,0.07397669714909154
30543,60896,15,9,15,0.5998177211825851
4928,60904,250,124,250,0.49581398309537555
26973,60914,6,2,6,0.33315797184765045
25183,60930,1,0,1,0.0
2943,60937,866,275,866,0.3173787915283578
7532,60939,74,14,74,0.18904351678142342
5972,60941,80,21,80,0.26233633491176617
5354,60943,666,316,666,0.4742886971626786
17196,60946,34,3,34,0.08812982493292729
7351,60948,53,27,53,0.5092479706621471
1693,60950,396,251,396,0.6336591301237867
5108,60979,50,22,50,0.43981532911911925
14868,60981,696,147,696,0.21105508008608342
25186,60983,4,0,4,0.0
13819,60990,15,9,15,0.5998177211825851
10288,60992,1484,544,1484,0.36639755984272254
21216,61004,21,8,21,0.38077172371512824
12403,61009,24,9,24,0.3748199009081829
14944,61011,13,2,13,0.15371196680730442
15341,61013,9,2,9,0.22206758602924984
14573,61018,171,109,171,0.6372480226500417
1195,61024,38875,31539,38875,0.8111469884110822
5558,61026,45,16,45,0.35537748368568894
27083,61031,1,0,1,0.0
15175,61035,9,0,9,0.0
11475,61037,215,15,215,0.06967272072566812
25208,61041,9,3,9,0.33315797184765045
20829,61048,25,6,25,0.2398411410634232
5913,61071,54,11,54,0.20355390241817162
9621,61073,4,1,4,0.2498389336012441
6655,61075,2145,735,2145,0.34248079174700674
35108,61083,1,0,1,0.0
19531,61091,15,0,15,0.0
13583,61100,5723,3790,5723,0.6620641032642334
14686,61108,9,3,9,0.33315797184765045
19400,61110,7,3,7,0.4283873230299386
18033,61116,1041,561,1041,0.5387194343207754
4628,61123,192,92,192,0.47898080768802936
980,61132,3278,1297,3278,0.3954861761823703
13601,61136,29,5,29,0.17227330158712176
2916,61160,83,5,83,0.060152502584525536
8281,61167,51,9,51,0.1763288013059125
15859,61206,5,1,5,0.1998512227909431
7879,61210,180,72,180,0.3998177488663529
13382,61215,3,1,3,0.33315797184765045
2881,61236,4237,2940,4237,0.693715689604684
1248,61240,13339,10076,13339,0.7552189996896962
6589,61246,12,0,12,0.0
2639,61248,10551,2716,10551,0.25725372937025737
4050,61250,759,69,759,0.09080219157865717
16650,61253,51,28,51,0.5488344738047065
6193,61255,1274,778,1274,0.6104936149351141
9820,61257,35,11,35,0.31411302440886657
4511,61262,467,243,467,0.5201567402176155
15743,61264,97,22,97,0.2266483613844448
11590,61267,56,8,56,0.14272700301519542
16590,61269,13,5,13,0.38443439822382985
17982,61279,5,1,5,0.1998512227909431
20055,61285,8,3,8,0.3748199009081829
7466,61289,41,14,41,0.34128701177360415
19590,61301,5,2,5,0.3998177488663529
13499,61312,7,2,7,0.28554624175075455
13498,61314,41,3,41,0.07307390362332017
18032,61317,6,0,6,0.0
12184,61319,70,28,70,0.3998177488663529
883,61323,3354,2071,3354,0.6172908429083224
5117,61348,320,26,320,0.0811484078112161
3613,61350,11194,6106,11194,0.5452855290551654
4434,61352,62,11,62,0.17727726896434612
9935,61354,18,7,18,0.38870753217832943
12225,61357,27,10,27,0.3701907254579385
8439,61361,243,134,243,0.5512552857812989
12722,61373,11,4,11,0.36345741098923845
6702,61394,649,184,649,0.2833454443231136
19564,61396,2,0,2,0.0
14019,61398,24,4,24,0.1665280591343614
4706,61401,338,225,338,0.6655049365931585
6595,61406,57,25,57,0.4384118844073064
21774,61414,21,1,21,0.04753987954706845
19679,61434,6,3,6,0.4998139765888565
10029,61449,23,11,23,0.4780750250718572
20855,61451,5,1,5,0.1998512227909431
4950,61465,76,5,76,0.06569729825111095
20900,61467,8,2,8,0.2498389336012441
15940,61470,6,1,6,0.1665280591343614
14507,61473,1369,694,1369,0.5067533653492842
29525,61475,2,0,2,0.0
11224,61493,238,40,238,0.16792815485846893
28001,61553,1,0,1,0.0
39291,61560,1,0,1,0.0
14494,61567,4,1,4,0.2498389336012441
50491,61569,30,1,30,0.03326661344908577
18213,61586,10,7,10,0.6998294790414651
23546,61628,1,0,1,0.0
21549,61634,14,6,14,0.4283873230299386
30634,61638,1,0,1,0.0
9814,61646,32,14,32,0.43731544426950414
9205,61678,18,2,18,0.11099424189228674
11104,61692,8,0,8,0.0
30698,61695,4,3,4,0.7498388643918251
5000,61697,443,203,443,0.458053909991117
5637,61705,297,33,297,0.11099424189228674
19826,61707,4,0,4,0.0
10269,61724,27,17,27,0.6294499488308324
3343,61729,530,78,530,0.14703805321885494
12526,61742,48,11,48,0.22901033410359192
20993,61768,35,10,35,0.28554624175075455
11655,61816,4,1,4,0.2498389336012441
11551,61818,12,4,12,0.33315797184765045
14891,61862,3,0,3,0.0
39169,61868,1,0,1,0.0
22950,61913,5,1,5,0.1998512227909431
14672,61931,7,1,7,0.14272700301519542
15054,61934,3,0,3,0.0
11349,61937,25,3,25,0.11987915168081328
11392,61941,76,33,76,0.43402612935522833
10093,61948,225,137,225,0.6087073152679057
13560,61950,11,5,11,0.4543602077125543
13616,61961,259,108,259,0.41680498672758437
9967,61967,33,6,33,0.18167472940053078
30458,61970,1,1,1,0.9999998615811622
5322,61986,30822,20297,30822,0.6583466844064179
9404,61991,323,44,323,0.13609533915669653
17951,61994,12,3,12,0.2498389336012441
12675,62000,1657,469,1657,0.2828740732015432
26624,62008,1,0,1,0.0
14285,62010,23,11,23,0.4780750250718572
22407,62014,28,9,28,0.3212548410193973
5406,62049,14572,5182,14572,0.35543542697042046
15560,62054,7,4,7,0.5712444461129617
16037,62063,2,1,2,0.4998139765888565
2463,62081,21,8,21,0.38077172371512824
4631,62113,1290,508,1290,0.3936166855582505
10749,62115,14,2,14,0.14272700301519542
7599,62137,13,3,13,0.2306125153875537
17628,62153,252,96,252,0.38077172371512824
2664,62155,593,190,593,0.32023113761371563
18248,62157,2,0,2,0.0
14948,62198,36,9,36,0.2498389336012441
4844,62203,613,231,613,0.37665496227826073
28213,62206,2,0,2,0.0
18201,62208,3,0,3,0.0
28318,62213,1,0,1,0.0
8688,62235,190,123,190,0.647190640688084
35591,62237,4,0,4,0.0
12906,62245,271,130,271,0.4795189297535406
5169,62250,2218,740,2218,0.3334585033945669
20120,62254,1,0,1,0.0
6735,62265,117,38,117,0.3246121213863622
18540,62277,1,1,1,0.9999998615811622
4179,62293,371,205,371,0.5523756468934762
13820,62299,36,7,36,0.1942972408646083
19740,62304,3,3,3,0.9999998615811622
10182,62331,23,14,23,0.6085140625528723
25566,62334,3,1,3,0.33315797184765045
3606,62336,508,160,508,0.3147878397106485
4391,62344,295,28,295,0.09480626417110702
2427,62374,1188,773,1188,0.6504960037764115
3307,62376,1260,212,1260,0.16811483455277756
12958,62378,30,17,30,0.5664822949839352
11410,62383,21,9,21,0.4283873230299386
17885,62385,2366,891,2366,0.37640470297166817
17045,62390,90,11,90,0.12210041343504155
3370,62394,26,6,26,0.2306125153875537
22585,62420,1,0,1,0.0
1773,62434,854,104,854,0.12165824083956343
4710,62437,107,49,107,0.45775856685599936
5937,62439,182,106,182,0.582234092188284
33273,62467,1,0,1,0.0
21527,62474,8,3,8,0.3748199009081829
2899,62511,159,91,159,0.5721429671433046
23100,62514,25,10,25,0.3998177488663529
12873,62526,20,8,20,0.3998177488663529
6337,62553,129,43,129,0.33315797184765045
8301,62577,10386,3645,10386,0.3507756607054627
11137,62586,20038,12852,20038,0.6412029240423489
12089,62594,448,135,448,0.30116860333773804
3610,62644,1111,602,1111,0.5416688091011382
20311,62660,6,1,6,0.1665280591343614
15318,62662,8,3,8,0.3748199009081829
20305,62669,14,1,14,0.07133281402580742
26488,62671,1,0,1,0.0
7818,62718,20,4,20,0.1998512227909431
22051,62721,10,6,10,0.5998177211825851
14162,62726,341,171,341,0.5012802528456094
14189,62729,14,1,14,0.07133281402580742
4807,62733,1766,1006,1766,0.5694647047001103
27854,62761,2,0,2,0.0
11969,62764,8,2,8,0.2498389336012441
35648,62781,2,0,2,0.0
10067,62788,15,3,15,0.1998512227909431
6010,62792,35,15,35,0.4283873230299386
14130,62796,10,3,10,0.2998295344090003
7845,62799,54,15,54,0.2776111675693633
9710,62801,483,43,483,0.08892101952740943
10207,62803,61,28,61,0.4588310016681516
9156,62834,104,38,104,0.3652054793911135
9585,62836,31,10,31,0.3224067513090606
20549,62847,2,0,2,0.0
2055,62849,3094,1804,3094,0.5828805448639
23717,62851,40,15,40,0.3748199009081829
4955,62912,18,0,18,0.0
25534,62916,5,1,5,0.1998512227909431
32279,62920,1,0,1,0.0
15122,62925,18,4,18,0.22206758602924984
27336,62953,10,4,10,0.3998177488663529
3166,62956,10279,6163,10279,0.5993896316020311
7195,62970,105,58,105,0.5521959453442322
17074,62972,19,6,19,0.31561656083498435
13838,62974,6,1,6,0.1665280591343614
2281,62999,931,234,931,0.25118128836491366
12894,63001,12,6,12,0.4998139765888565
51186,63007,1,0,1,0.0
4377,63033,460,26,460,0.056435885036846975
1989,63062,3812,1191,3812,0.3122620051438398
15629,63069,10,5,10,0.4998139765888565
1768,63072,107,41,107,0.3829967116072443
237,63082,867,180,867,0.20746159586461035
974,63113,282,59,282,0.20906856773930174
15784,63119,302,76,302,0.2514942084465233
18302,63121,5,0,5,0.0
1690,63131,675,332,675,0.4916658542712535
34305,63134,6,0,6,0.0
52424,63141,2,1,2,0.4998139765888565
9259,63179,42,12,42,0.28554624175075455
10017,63181,38,4,38,0.10514903425102648
30541,63187,20,11,20,0.5498149021218333
8780,63189,3,1,3,0.33315797184765045
13095,63194,33,16,33,0.4846625489643992
5961,63222,3789,1345,3789,0.3547969209603289
21966,63226,2,0,2,0.0
41507,63229,17,6,17,0.3527634013738062
14512,63237,426,200,426,0.46929789568080504
8542,63239,260,113,260,0.43443096766831196
51848,63271,2,0,2,0.0
14572,63273,83,39,83,0.46969383667416204
11369,63276,6,1,6,0.1665280591343614
26867,63278,12747,7756,12747,0.6082752824684771
34413,63280,8,4,8,0.4998139765888565
21633,63283,129,28,129,0.21690093019234047
17041,63310,227,133,227,0.585719814422546
11469,63312,112,69,112,0.6158904709360351
23933,63327,3,0,3,0.0
11149,63329,10,2,10,0.1998512227909431
17693,63332,7,2,7,0.28554624175075455
30344,63339,1,0,1,0.0
17833,63391,8,3,8,0.3748199009081829
7051,63393,4341,1944,4341,0.44763808169439784
5596,63433,502,45,502,0.08953520941107622
3335,63436,380,98,380,0.25773200888383924
10462,63446,33,13,33,0.3937576184756045
12303,63458,130,65,130,0.4998139765888565
27563,63468,3,2,3,0.6664912590413711
4031,63479,1432,97,1432,0.06764399655421985
12166,63481,3205,1729,3205,0.5392841304066023
19892,63483,624,366,624,0.5863552335560656
7247,63515,47,12,47,0.25515695533423965
7158,63540,29,5,29,0.17227330158712176
17791,63544,415,187,415,0.4504173031305696
20127,63590,20,1,20,0.049918976539522
19465,63617,5,1,5,0.1998512227909431
41275,63619,3,2,3,0.6664912590413711
20796,63629,9,5,9,0.5553706763131389
16090,63645,809,288,809,0.35581693443407364
18618,63647,4,1,4,0.2498389336012441
32664,63662,5,1,5,0.1998512227909431
9830,63676,169,31,169,0.18328800682206653
34034,63688,5,1,5,0.1998512227909431
34036,63692,1,0,1,0.0
9941,63698,175,113,175,0.6455363169264354
23855,63758,4,1,4,0.2498389336012441
18911,63760,40,21,40,0.52481420580313
18403,63768,8783,4897,8783,0.5573695715283116
30045,63772,1,0,1,0.0
21567,63781,16,9,16,0.5623154269671493
15193,63788,5,1,5,0.1998512227909431
21583,63791,5,3,5,0.5998177211825851
17083,63793,9,4,9,0.4442595805818986
23095,63806,9,2,9,0.22206758602924984
5662,63808,105,29,105,0.27602416050312334
32394,63810,11,2,11,0.18167472940053078
6904,63826,195,35,195,0.17934444725649526
12209,63828,446,294,446,0.6590164600855523
15536,63836,16,6,16,0.3748199009081829
39994,63840,9,1,9,0.11099424189228674
3213,63853,938,106,938,0.11288865988988443
1711,63859,42,13,42,0.30935183963489
26694,63862,1,0,1,0.0
1553,63876,975,176,975,0.18036977030616524
14325,63989,24,6,24,0.2498389336012441
1123,63992,42,16,42,0.38077172371512824
10089,64010,25,10,25,0.3998177488663529
2745,64030,147,83,147,0.5644413783815438
4878,64032,37167,28077,37167,0.7552682490648585
1997,64034,12634,6362,12634,0.5033757981342284
9000,64037,171,24,171,0.14022169624162822
26750,64099,2,1,2,0.4998139765888565
8124,64114,5535,2425,5535,0.43793646309691076
6598,64116,1485,299,1485,0.20119764946126148
21034,64153,84,30,84,0.35696460791899887
10146,64167,4,2,4,0.4998139765888565
4400,64197,302,21,302,0.06944184804105305
8392,64229,12,3,12,0.2498389336012441
5894,64231,4978,2774,4978,0.5570671005725367
12308,64234,46,9,46,0.19550462435166954
12304,64236,621,211,621,0.3395983658516157
14016,64241,76,13,76,0.17091258103226772
20418,64243,5,1,5,0.1998512227909431
18472,64245,29,9,29,0.31017273204596124
5420,64249,355,194,355,0.5462936488658673
13791,64273,18,5,18,0.2776111675693633
23146,64275,7,2,7,0.28554624175075455
8146,64278,37,5,37,0.13500799478012698
22609,64280,1,0,1,0.0
20077,64283,5,1,5,0.1998512227909431
4441,64285,1177,687,1177,0.5835039298666846
26675,64288,2,0,2,0.0
13354,64321,3,0,3,0.0
24470,64325,2,0,2,0.0
40442,64327,4,3,4,0.7498388643918251
15658,64338,4,1,4,0.2498389336012441
34819,64365,9,5,9,0.5553706763131389
16636,64368,16,3,16,0.1873548287706637
23681,64385,1,0,1,0.0
26704,64408,2,1,2,0.4998139765888565
32620,64410,1,1,1,0.9999998615811622
18496,64418,30,3,30,0.09988844130711626
26862,64424,15,2,15,0.1332069124762694
28668,64427,5,0,5,0.0
2431,64497,511,42,511,0.0820896534929864
5556,64499,19,3,19,0.15775912018786528
6817,64501,65,17,65,0.2613749901886418
7124,64508,1271,579,1271,0.4553615329295835
12546,64511,1,0,1,0.0
32300,64517,6,1,6,0.1665280591343614
15503,64519,12,2,12,0.1665280591343614
21226,64522,171,39,171,0.22791410665639006
14488,64524,17,7,17,0.4115816141517216
28592,64548,1,0,1,0.0
24889,64550,16,8,16,0.4998139765888565
32124,64552,775,366,775,0.4720723314984676
2267,64575,1393,1077,1393,0.7729956229157294
15450,64577,3300,1094,3300,0.33134003091144676
33450,64611,1,0,1,0.0
447,64614,659,202,659,0.3063535323915484
1959,64620,2930,582,2930,0.19848641755961915
2188,64622,986,491,986,0.4977855808344564
24205,64645,2,0,2,0.0
11333,64650,298,126,298,0.4226350088401647
18627,64652,8,3,8,0.3748199009081829
24870,64658,9,4,9,0.4442595805818986
16511,64660,14,1,14,0.07133281402580742
9693,64695,80,28,80,0.34982256573734005
6460,64701,49,3,49,0.06113535539649332
34935,64704,1,0,1,0.0
1540,64716,1641,254,1641,0.1546491475551718
29252,64747,8,2,8,0.2498389336012441
15720,64750,9,3,9,0.33315797184765045
34931,64754,1,0,1,0.0
34605,64784,14,2,14,0.14272700301519542
21554,64793,6,1,6,0.1665280591343614
1012,64839,5009,1996,5009,0.3983005962986328
17323,64845,4,0,4,0.0
24474,64895,1,0,1,0.0
30548,64897,18,7,18,0.38870753217832943
13069,64900,108,55,108,0.5090732664662091
24523,64903,5,5,5,0.9999998615811622
21629,64906,1,0,1,0.0
24693,64918,8,3,8,0.3748199009081829
23217,64921,1,0,1,0.0
29070,64923,3,1,3,0.33315797184765045
23212,64926,1,0,1,0.0
12155,64930,754,438,754,0.5807182733916612
17012,64942,141,69,141,0.48917572229961453
46088,64944,2,0,2,0.0
20451,64953,745,379,745,0.5085388359193004
618,64957,33,12,33,0.36345741098923845
34625,64959,34,13,34,0.382172156802603
1191,64969,5705,4449,5705,0.7796880462290423
22030,64976,39,16,39,0.4100734202291181
34614,64979,19,6,19,0.31561656083498435
2303,64983,2530,701,2530,0.2769086186641462
13845,64986,55,5,55,0.09080219157865717
21916,64990,7,2,7,0.28554624175075455
4286,64993,1141,708,1141,0.620327769725042
5441,64997,40,11,40,0.2748339069232743
15169,64999,3,1,3,0.33315797184765045
17433,65001,3,0,3,0.0
22850,65006,6,2,6,0.33315797184765045
23425,65011,13,0,13,0.0
29786,65025,32,18,32,0.5623154269671493
29877,65027,2,1,2,0.4998139765888565
26641,65033,28,5,28,0.1784289817104397
7763,65037,733,177,733,0.24131420543448615
11187,65045,6085,1471,6085,0.24158273657417922
23344,65051,51,28,51,0.5488344738047065
23402,65063,56,10,56,0.1784289817104397
46163,65078,34,17,34,0.4998139765888565
3392,65088,1095,493,1095,0.4500432179170738
15929,65091,5833,2947,5833,0.505042856258678
22474,65111,4,2,4,0.4998139765888565
4841,65126,1378,540,1378,0.3916906721255921
2765,65130,60,11,60,0.18318941752599585
6365,65133,50,12,50,0.2398411410634232
5806,65135,8,0,8,0.0
8385,65142,11,1,11,0.09080219157865717
12173,65155,24,8,24,0.33315797184765045
45883,65179,21,13,21,0.6188669288535001
11876,65181,1790,1075,1790,0.6003764228732745
3964,65188,16,4,16,0.2498389336012441
6936,65193,188,50,188,0.26579309340269913
23800,65204,1,0,1,0.0
3244,65216,764,474,764,0.6202382836112871
6454,65225,83,13,83,0.15649133377186542
24036,65227,1,0,1,0.0
2393,65230,334,45,334,0.13460355946850242
14904,65235,691,353,691,0.5106678539425967
22042,65238,1259,418,1259,0.3318343449812111
17345,65243,10,0,10,0.0
13113,65256,129,50,129,0.3874156529208106
12420,65259,1870,1248,1870,0.6672043654347279
1836,65261,1019,355,1019,0.3482035219984969
28878,65263,3,2,3,0.6664912590413711
34710,65267,1,0,1,0.0
37438,65277,3,2,3,0.6664912590413711
18812,65288,168,97,168,0.5771971595063695
21388,65290,4,1,4,0.2498389336012441
20504,65293,14,6,14,0.4283873230299386
14472,65300,11,2,11,0.18167472940053078
23176,65304,19,9,19,0.4734984485865672
10431,65310,7,1,7,0.14272700301519542
13975,65315,6,1,6,0.1665280591343614
21844,65350,10,5,10,0.4998139765888565
27042,65352,1,0,1,0.0
14887,65357,10,0,10,0.0
11033,65359,3489,1191,3489,0.3411821656616031
34741,65370,572,256,572,0.4473674576378341
28611,65381,12,6,12,0.4998139765888565
34661,65387,83,25,83,0.3010341585880754
15168,65400,29,4,29,0.13780279258244985
6773,65418,349,112,349,0.32074324801272214
7657,65435,643,448,643,0.6965630134246199
6553,65465,2914,1587,2914,0.5444269292433479
34671,65468,2,1,2,0.4998139765888565
1967,65514,1097,180,1097,0.16394612341852788
20352,65518,5,1,5,0.1998512227909431
18520,65521,30,8,30,0.2665021736660294
21754,65538,8,0,8,0.0
11259,65552,5,0,5,0.0
34695,65556,1,0,1,0.0
28569,65558,1,0,1,0.0
22160,65562,3,0,3,0.0
25944,65564,9,2,9,0.22206758602924984
7538,65567,303,115,303,0.37935742657039595
5540,65577,482,130,482,0.2695444577652466
3650,65585,6225,2872,6225,0.46117999994263004
10151,65588,63,16,63,0.253806343606846
6455,65596,4733,843,4733,0.17796883168827862
6866,65601,579,121,579,0.20882977491158108
18410,65603,9,2,9,0.22206758602924984
7675,65612,592,304,592,0.5133275561855956
24937,65614,24,10,24,0.41648325664423236
39347,65621,1,1,1,0.9999998615811622
46805,65629,3,0,3,0.0
9927,65631,23,2,23,0.08685174676684668
28627,65633,1,0,1,0.0
34670,65638,7,0,7,0.0
29937,65640,95,32,95,0.33666628720488617
3324,65642,7,1,7,0.14272700301519542
18113,65651,14,1,14,0.07133281402580742
12561,65660,471,176,471,0.3734930653783841
14552,65665,11,5,11,0.4543602077125543
17656,65667,136,23,136,0.16897822894358028
